id,text,group_id
773,"В процессе работы с праймером монтажники наносят его в избыточном количестве, что приводит к утолщению покрытия и создает препятствия для дальнейшего нанесения гидроизоляции.",934
774,"Рекомендуется создать короткие видеоролики по установке, разместив на материалах QR-код, чтобы можно было перейти к видео о монтаже. Например, для продукта праймер №02 ТехноНИКОЛЬ, где будет показано, как правильно наносить продукт.",934
775,Есть потребность в пробниках для проверки шва на кровлях из ПВХ мембран. Приходится делать самостоятельно. Очень часто просят на объектах при сопровождении монтажа,427
776,Требуются образцы для тестирования швов на крышах с ПВХ мембранами. Приходится изготавливать их самостоятельно. Часто запрашивают на стройплощадках во время установки.,427
777,Появилась необходимость в пробах для проверки швов на покрытиях из ПВХ мембран. Приходится делать самим. Часто спрашивают на объектах при контроле монтажного процесса.,427
778,Необходимы тестовые образцы для проверки швов на кровлях с ПВХ мембранами. Создаём их самостоятельно. Чаще всего запрашиваются на проектах во время монтажных работ.,427
779,"Прописать в руководствах по устройству кровель из ПМ и БРМ, что установка заплаток на новых кровлях не является браком кровельных работ, а ремонтным решениям при повреждении кровли на этапе монтажа со стороны кровельщиков, либо смежных организаций кто рабатает на кровле. Не все Заказчики это понимают, и требуют заменить рулон водоизоляционного слоя полностью.",661
780,"Включить в инструкции по установке ПМ и БРМ кровель, что заплаты на новых крышах считаются не ошибкой, а частью ремонта при повреждениях во время монтажа со стороны кровельных команд или других работающих организаций. Это недопонимание со стороны некоторых Заказчиков, которые просят заменить весь рулон водоизоляции.",661
781,"Внести в руководства по монтажу кровель из ПМ и БРМ, что наклейка заплат на новые кровли не считается браком работ, а является ремонтом при повреждениях, вызванных действиями кровельщиков или других работающих на крыше. Некоторые Заказчики неправильно требуют полной замены рулона водоизоляции.",661
782,"Уточнить в инструкциях по устройству кровель из ПМ и БРМ, что установку заплат на новых кровлях следует считать не дефектом, а ремонтным решением при повреждении кровли во время монтажа, вызванного действиями кровельщиков или других организаций. Некоторые Заказчики требуют заменить весь рулон водоизоляции, неверно понимая ситуацию.",661
783,Организовать возможность сдавать в переработку неиспользованного утеплителя в виде обрезков и поврежденных плит. ,3
784,Обеспечить условия для передачи на переработку обрезков и поврежденных плит утеплителя.,3
785,Создать условия для принятия неиспользованных обрезков и поврежденных плит утеплителя на переработку.,3
786,Организовать сбор и переработку обрезков утеплителя и поврежденных плит.,3
787,"При расчете материалов сделать возможность поменять кровельную систему, чтобы это работало на основе исходных данных – поменял систему и сразу поменялись материалы. Повысит удобство и скорость обработки запросов. Быстрее сравнивать варианты.",354
788,"Дать возможность выбрать другую кровельную систему при расчете материалов. Это обеспечит автоматическое обновление материалов на основе введенных данных, что улучшит удобство и ускорит обработку заявок, позволяя быстрее сравнивать разные варианты.",354
789,"Возможность изменения кровельной системы при оценке материалов для автоматического обновления материалов исходя из полученной информации. Это повысит удобство работы и упростит процесс сравнения различных вариантов, ускорив обработку запросов.",354
790,"Обеспечить настройку замены кровельной системы в расчетах материалов, где материалы будут автоматически пересчитываться на основе начальных данных. Это позволит быстрее и удобнее обрабатывать запросы и сравнивать различные решения.",354
791,Частый запрос на расширение комплектации в этом направлении. Парапетные воронки с фартуком просят очень давно и настойчиво. Применение парапетных воронок с фартуком упростит монтаж и позволит сделать узел более надежным.,530
792,Поступают частые запросы на улучшение комплектации в этой области. За парапетные воронки с фартуком обращаются давно и регулярно. Их использование облегчит процесс монтажа и повысит надежность конструкции.,530
793,Расширение комплектующих в данном сегменте — популярная просьба. Парапетные воронки с фартуком востребованы клиентами давно и активно. Внедрение этих воронок сделает установку проще и усилит надежность узла.,530
794,Потребность в увеличении комплектации в этом направлении встречается часто. Уже долгое время просят парапетные воронки с фартуком. Их применение улучшает монтажный процесс и укрепляет узел.,530
795,"Воронки для кровель БРМ – просят ввести в комплектацию воронки с битумно-полимерным фартуком. На кровлях применяют подобные воронки других производителей. Они проще в монтаже, подрядчикам они кажутся более надежными. На обычных воронках при наплавлении БРМ на фланец выше риск допустить ошибку.",1100
796,"Кровельные воронки БРМ – предлагается дополнить комплектацию воронками с битумно-полимерным фартуком. На крышах часто используют изделия других брендов. Их установка легче, подрядчики считают их более надежными. В обычных воронках при накладке БРМ на фланец выше риск ошибок.",1100
797,"Для кровельных воронок БРМ рекомендуется добавить в комплектацию модели с битумно-полимерным фартуком. На кровле применяют аналогичные воронки от других производителей. Их монтаж более удобен, и подрядчики считают их более надежными. При наплавлении БРМ на фланец стандартных воронок есть риск допустить ошибку.",1100
798,Воронки для кровельных нужд БРМ – предложено включить в комплектацию варианты с битумно-полимерными фартуками. На кровлях нередко используют такие воронки от других производителей из-за простой установки и более надежной конструкции. В обычных моделях риск ошибок при наплавлении БРМ на фланец выше.,1100
799,"На сайте в списке городов нет возможности выбрать г. Красноярск (сайт пишет, что доставка в г. Красноярск не осуществляется).",721
800,"На сайте отсутствует опция выбора Красноярска в списке городов, и указано, что доставка туда не производится.",721
801,"В перечне городов на сайте нет Красноярска, и сообщается, что доставка в этот город невозможна.",721
802,"Сайт не позволяет выбрать Красноярск в списке, утверждая, что доставка туда не осуществляется.",721
803,"Ввести в ассортимент крепеж с потайной головкой (потай) для крепления плит ЦСП между собой. Крепеж ТН d 5,5 выпирает из-под мембраны и кровля выглядит не эстетически. Креплении клепками при помощи автоматического заклепочника часто дает осечку (со слов подрядчика три через один), при помощи ручного заклепочника увеличивает время монтажа.",774
804,"Добавить в наш ассортимент крепеж с потайной головкой для соединения ЦСП плит. Текущий крепеж ТН диаметром 6 мм выступает над мембраной, что портит внешний вид кровли. Использование заклепок с автоматическим заклепочником часто приводит к сбоям (по словам подрядчика каждый третий крепеж), а работа ручным инструментом увеличивает время установки.",774
805,"Включить в ассортимент скрытый крепеж для стыковки плит ЦСП. Установленный крепеж ТН диаметром 5 мм заметно выступает, нарушая эстетичность кровли. Автоматический заклепочник зачастую дает сбои, как утверждает подрядчик, через раз, а ручной вариант инструмента замедляет процесс фиксации.",774
806,"Предложить в ассортименте крепеж с потайной головкой, чтобы соединять плиты ЦСП. Сейчас крепеж ТН диаметром 5,5 мм выступает и портит вид кровли. Использование заклепок с автоматическим инструментом часто дает сбой (по словам подрядчика через один), в то время как ручной инструмент затягивает монтаж.",774
807,"Есть запрос рассмотреть возможность ввода в комплектацию инструмента для работы со шпонками. Кондуктора, греющие ножи и т.п. На рынке много чего сейчас нет в принципе или очень трудно приобрести или подобрать правильный инструмент.",965
808,"Поступило предложение изучить возможность добавления инструментов для работы со шпонками в комплектацию. В частности, кондукторов и греющих ножей. На текущем рынке сложно найти или выбрать подходящий инструмент.",965
809,"Получен запрос на исследование ввода в комплектацию инструментов для установки шпонок, таких как кондукторы и нагревательные ножи. В данный момент на рынке сложно приобрести или подобрать нужное оборудование.",965
810,"Предложено рассмотреть добавление в комплектацию инструментов для работы со шпонками. Это могут быть, например, кондукторы и греющие ножи. Сейчас на рынке трудно найти или выбрать подходящие инструменты.",965
811,Разработать линейку геомембран для зеленых кровель (на примере Tegola).,327
812,"Создать серию геомембран для озеленения крыш (например, Tegola).",327
813,Разработать ассортимент геомембран для зеленых кровельных систем (на примере Теґола).,327
814,Проектировать линейку геомембран для вегетативных покрытий кровель (в духе Тегола).,327
815,Провести вебинар по продажам ГС Мастер с примерами и расчетами выгоды,909
816,Организовать онлайн-семинар по продажам ГС Мастер с практическими примерами и расчётами преимуществ.,909
817,Провести онлайн-встречу по продажам ГС Мастер с детальным рассмотрением примеров и вычислением пользы.,909
818,"Запланировать вебинар, посвященный продажам ГС Мастер, включая примеры и анализ выгоды.",909
819,На МОПах и закрытых балконах рассмотреть возможность использования монтажной клей - пены ТЕХНОНИКОЛЬ и меньшее количество тарельчатых дюбелей для крепежа плит КВ из за отсутствия ветровой нагрузки.,560
820,На МОПах и застекленных балконах можно применить монтажную клей-пену ТехноНИКОЛЬ и сократить количество тарельчатых дюбелей для фиксации плит КВ из-за отсутствия ветрового давления.,560
821,"Для установки плит КВ на МОПах и закрытых балконах рассматривается монтажная пена ТехноНИКОЛЬ и уменьшенное количество дюбелей с тарелочками, учитывая отсутствие ветровой нагрузки.",560
822,"Предлагается использовать клей-пену от ТехноНИКОЛЬ и снизить число тарельчатых дюбелей для установки плит КВ на МОПах и на закрытых балконах, так как здесь нет ветровой нагрузки.",560
823,"Ввести в комплектацию саморез 4,8мм размером в диапазоне 200-300мм. Т.к. сейчас в ассортименте есть 200мм и 300мм, не хватает промежуточной позиции.",58
824,"Добавить в комплектацию саморезы 4,8 мм длиной от 200 до 300 мм, так как сейчас доступны версии на 200 мм и 300 мм, не хватает среднего варианта.",58
825,"Необходимо включить в ассортимент саморезы 4,8 мм с длиной между 200 и 300 мм, поскольку у нас уже есть варианты в 200 мм и 300 мм, но отсутствует промежуточный.",58
826,"Рассмотрите возможность добавления в линейку саморезов 4,8 мм длиной от 200 до 300 мм, так как в настоящее время доступны только на 200 мм и 300 мм, без промежуточного размера.",58
827,"Проработать сложные и нестандартные узлы с Техноэласт Флекс (где, например, материал идёт зигзагом между плитами).",308
828,"Разработать сложные и уникальные узлы с материалом Техноэласт Флекс, где, например, он проходит зигзагообразно между плитами.",308
829,"Рассмотреть применение Техноэласт Флекс для сложных нестандартных узлов, в которых материал прокладывается зигзагообразно между элементами.",308
830,"Обработать специализированные узлы с использованием Техноэласт Флекс, где материал, к примеру, проложен зигзагом между конструкциями.",308
831,"Ввести в комплектацию саморез 4,8мм размером в диапазоне 200-300мм. Т.к. сейчас в ассортименте есть 200мм и 300мм, не хватает промежуточной позиции.",58
832,"Добавить в набор саморез с диаметром 4,8 мм и длиной от 210 до 290 мм. В ассортименте имеются позиции только на 200 мм и 300 мм, недостает промежуточной длины.",58
833,"Включить в ассортимент саморез диаметром 4,8 мм и длиной между 210 и 290 мм. На данный момент, доступны только размеры 200 мм и 300 мм, поэтому необходимо дополнение.",58
834,"Предлагается добавить саморез с диаметром 4,8 мм, длина которого находится в пределах от 210 до 290 мм. Сейчас ассортимент включает только варианты длиной 200 мм и 300 мм, недостает других размеров.",58
835,"Нужны полимер-битумные мастики машинного безвоздушного нанесения тиксотропные, но не вязкие, которые легко было бы нанести за раз слоем 4-5мм, чтобы материал не стекал. Будет иметь высокий спрос в подземной гидроизоляции за счет высокой скорости нанесения.  Приводили в пример Remmers Baudicht, MS Bauchemie, Sika.",63
836,"Требуются тиксотропные полимер-битумные мастики для безвоздушного машинного нанесения, не обладающие высокой вязкостью, которые можно легко наносить слоем 4-5 мм без стекания. Такой материал будет востребован для подземной гидроизоляции из-за быстрого нанесения. В пример приводились бренды Remmers Baudicht, MS Bauchemie, Sika.",63
837,"Требуются мастики на основе полимера и битума для машинного нанесения без воздуха. Они должны быть тиксотропными и не вязкими, позволяя легко наносить слой в 4-5 мм без подтеков. Это обеспечит спрос в гидроизоляции подземных объектов благодаря быстрой скорости нанесения. Примером служат продукты от Remmers Baudicht, MS Bauchemie, Сика.",63
838,"Необходимы полимерные битумные смеси для машинного безвоздушного нанесения с тиксотропными, но не вязкими свойствами, которые можно наносить слоем 4-5 мм без стекания. Высокая скорость применения обеспечит их популярность в подземной гидроизоляции. В качестве примеров упоминаются Remmers Baudicht, MS Bauchemie и Sika.",63
839,"Лента Nicoband плохо держиться на профелированной мембране Planter из-за выпуклых поверхностей. Мембрна сторонней компании ТЕФОНД имеет два замка по краям, между замками есть ровная поверхность с 2-х сторонним скотчем. Данную мембрану гораздо проще смонтировать, замок по краям более надежный т.к. имеет другую структуру по сравнению с основным слоем.
 
Предложение: Необходимо рассмотреть доработку профилированной мембраны Planter по типу мембраны ТЕФОНД",274
840,"Из-за выпуклостей, лента Nicoband не надежно крепится на профилированной мембране Planter. Мембрана фирмы TEFOND, укомплектованная двумя замками по краям и равнинной частью с двухсторонним скотчем, значительно проще в установке. Замковое соединение на краях обладает повышенной надежностью благодаря иной конструкции в сравнении с основным слоем.",274
841,"Лента Nicoband слабо фиксируется на профилированной мембране Planter из-за ее выпуклой структуры. В мембране от компании TEFOND предусмотрены два замковых механизма по бокам, а между ними — плоская зона с двухсторонним скотчем, что упрощает установку. Замки сбоку более устойчивы благодаря различной конструкции в сравнении с основным материалом.",274
842,"Из-за возвышений, Nicoband плохо сцепляется с мембраной Planter. Мембрана TEFOND, имеющая два боковых замка и промежуток с двухсторонним скотчем, легче монтируется. Боковые замки более надежны благодаря отличной от основного слоя структуре.",274
843,"При выводе на рынок нового продукта, подрядчики просят производить шириной 350 (для деф. швов шириной 50 мм и менее  )и 500 мм шириной (для деф. швов шириной более 50 мм).",1074
844,При запуске новой продукции подрядчики запрашивают ширину 350 мм для деформационных швов до 50 мм и 500 мм для швов свыше 50 мм.,1074
845,"Когда на рынке появляется новый продукт, подрядчики хотят ширину 350 мм для швов, чья ширина составляет 50 мм или меньше, и 500 мм для более широких швов.",1074
846,"При представлении нового изделия подрядчики требуют ширину в 350 мм для швов, достигающих 50 мм, и 500 мм для более широких швов.",1074
847,Подрядчики предлагают провести в 2024 году круглый стол на кровле в момент монтажа кровли для более детального и наглядного обсуждения материалов и сложных узлов.,693
848,"Строители в 2024 году предлагают организовать круглый стол прямо на крыше во время её установки, чтобы подробно обсудить материалы и сложные элементы.",693
849,В 2024 году подрядчики планируют провести встречу на крыше в процессе её монтажа для более детального обсуждения строительных материалов и сложных соединений.,693
850,Для детального обсуждения сложных узлов и материалов подрядчики предлагают в 2024 году собрать круглый стол на кровле во время её установки.,693
851,Выпустить парапетные воронки для БРМ с битумным фартуком для ускорения монтажа и исключения деформации пластика.,100
852,"Выпустить парапетные отводы для БРМ с битумным покрытием, чтобы ускорить установку и избежать деформации пластика.",100
853,"Произвести парапетные дренажные элементы для БРМ с битумной защитой, для быстрого монтажа и предотвращения деформации материалов.",100
854,"Создать парапетные водостоки для БРМ с битумным слоем, чтобы сделать установку быстрее и предотвратить деформацию пластиковых элементов.",100
855,Ввести в комплектацию трубу алюминиевую сечением 25х25 мм для усиления жесткости конструкции у выпускаемого П-профиля производства ПМиПИР. Преимущество для заказчика - закупка П-профиля с полной рекомендованной комплектацией у одного производителя.,168
856,"Добавить в комплектующие алюминиевую трубу с размером 25х25 мм, чтобы увеличить жесткость П-профиля, производимого ПМиПИР. Это даст клиенту возможность приобрести полноценный комплект П-профиля у одного поставщика.",168
857,"Включить в комплектацию алюминиевую трубу сечением 25х25 мм для повышения прочности выпускаемого П-профиля от ПМиПИР. Клиент получает преимущество, покупая полный комплект у одного производителя.",168
858,"Предусмотреть в комплекте алюминиевую трубку размером 25х25 мм для увеличения устойчивости конструкции П-профиля, который производит ПМиПИР. Заказчику выгодно, так как он может приобрести рекомендованный комплект у одного изготовителя.",168
859,"Подрядчики просят разработать мобильную версию калькуляторов ТН. В первую очередь для ветрового расчета, с возможностью работы в офлайне (не всегда на объекте хороший интернет).",578
860,"Строители обращаются с просьбой создать мобильные версии калькуляторов нашей компании. Особенно важен инструмент для расчета ветровых нагрузок, доступный без подключения к интернету.",578
861,"Подрядчики заинтересованы в разработке мобильных приложений для калькуляторов ТехноНИКОЛЬ, особенно для ветровых расчетов, с возможностью использования офлайн из-за проблем с интернетом на объектах.",578
862,"От партнеров-подрядчиков поступила просьба создать мобильный вариант калькуляторов компании для расчетов ветровых нагрузок, который мог бы работать без интернет-соединения.",578
863,"Нужен ли расчет ветровой нагрузки при использовании Унифлекс Pro?! Производство работ в регионах с повышенными ветровыми нагрузками.

Предложение: В инструкции, на сайте и т.д. прописать рекомендации о необходимости выполнения ветрового расчета при применении Унифлекс Pro.",954
864,Требуется ли проведение расчета ветра при монтаже Унифлекс Pro? Работы в местностях с усиленными ветровыми нагрузками.,954
865,Необходим ли анализ ветровых нагрузок для Унифлекс Pro? Работы в зонах с высокой ветровой активностью.,954
866,Стоит ли учитывать ветровые нагрузки при использовании Унифлекс Pro? Работы в районах со значительными ветровыми условиями.,954
867,Включить в инструкцию и на сайт советы о проведении ветрового расчета при использовании Унифлекс Pro.,954
868,"Вернуть тиснение на поверхность ПМ. ПВХ мембрана Protan имеет тиснение, меньше скользит, легче «напинывать» при холодных температурах.",1111
869,"Сделать поверхность ПМ снова с тиснением. ПВХ мембрана Протан обладает тиснением, что снижает скольжение и упрощает работу при низких температурах.",1111
870,"Необходимо восстановить текстуру на ПМ. У ПВХ мембраны Протан есть тиснение, благодаря которому она более устойчива к скольжению и удобнее в монтаже при холоде.",1111
871,"Возвратить текстурный узор на поверхность ПМ. ПВХ покрытие Protan имеет рельеф, что уменьшает скольжение и облегчает монтаж при низких температурах.",1111
872,Ввести в ассортимент капельник серого цвета т.к. белый на цветных фасадах слишком выделяется.,548
873,"Добавить серый капельник в ассортимент, так как белый слишком заметен на цветных фасадах.",548
874,"Принять в наличии капельники серого оттенка, поскольку белый выделяется на фоне фальцев разных цветов.",548
875,"Предложить серый капельник, так как на разноцветных фасадах белый сильно бросается в глаза.",548
876,"У пеноплекса есть расчёт термостабилизации грунтов, у нас нет",1036
877,"У Пеноплекса имеется система термостабилизации грунтов, чего у нас нет.",1036
878,"Пеноплекс предлагает расчёты по термостабилизации грунтов, мы этого не делаем.",1036
879,"У Пеноплекса присутствуют решения для термостабилизации грунтов, у нас таких нет.",1036
880,"Ввести ограничение для просмотра/участия в заказах на монтаж кровли для вновь зарегистрированного подрядчика на roof.ru без подробного заполнения профиля либо портфолио из выполненных объектов, создавая таким образом статус площадки для квалифицированных подрядчиков.",436
881,"Установить ограничение для новых подрядчиков на roof.ru на доступ к заказам по монтажу кровли без детального заполнения профиля или предоставления портфолио выполненных работ, что способствует созданию статуса площадки для опытных исполнителей.",436
882,"Запретить новым подрядчикам на roof.ru участвовать или просматривать заказы на монтаж кровли, если их профиль или портфолио выполненных проектов не заполнены полностью, тем самым поддерживая репутацию площадки для квалифицированных специалистов.",436
883,"Ограничить доступ вновь зарегистрированным подрядчикам на roof.ru к заказам на установку кровли без подробного заполнения их профиля либо портфолио, поддерживая при этом репутацию площадки для профессиональных исполнителей.",436
884,Анкерный элемент 8х45 не держит в бетоне. Подрядчики применяют Fischer DUOPOWER и их перестали ввозить освободилась ниша. Рассмотреть возможность разработки нового крепежа.,782
885,"Элемент для анкеровки 9х50 не фиксируется в бетоне. Подрядные организации используют Fischer DUOPOWER, которые больше не поставляются. Необходимо изучить создание нового крепежного элемента.",782
886,"Крепежный продукт размером 10х40 не закрепляется в бетонной поверхности. Строители применяют Fischer DUOPOWER, поставки которого прекращены, что создает потребность в разработке нового крепежа.",782
887,"Анкер размером 7х48 не обеспечивает удержание в бетоне. Компании предпочитают Fischer DUOPOWER, но его импорт остановили. Есть смысл рассмотреть создание альтернативного крепежа.",782
888,"В руководстве по проектированию и применению компании Protan, есть пункт (Фото) по возможности фиксации пвх мембраны на горизонтальной поверхности где есть сильная ветровая нагрузка, использовать скрытый карман. 
Необходимо рассмотреть возможность добавить в наши инструкцию и руководство систему крепежа мембраны при помощи скрытых карманов на горизонтальной поверхности. Сильно актуально для регионов с высокой ветровой нагрузкой. Есть кейс где калькулятор показал, что мембрану необходимо резаться на 250-500мм зависимости от ветровых зон.",265
889,"В проектном руководстве компании Protan упоминается пункт о фиксации ПВХ-мембраны на горизонтальных поверхностях с высокой ветровой нагрузкой с использованием скрытых карманов. Есть необходимость изучить возможность включения в наши инструкции системы фиксации мембраны таким методом. Это особенно важно для областей с сильными ветрами. Пример показывает, что мембрану следует разрезать на отрезки по 250-500 мм в зависимости от ветровых зон.",265
890,"В инструкциях компании Protan есть рекомендация по креплению ПВХ-мембраны на горизонтальной плоскости под воздействием сильного ветра посредством использования скрытых карманов. Рассмотрите возможность внедрения этой системы крепления мембраны в наши руководства. Это будет полезно в регионах с высоким уровнем ветра. Согласно калькулятору, требуется разрезать мембрану на участки от 250 до 500 мм в зависимости от ветрового региона.",265
891,"Компания Protan в своих рекомендациях по проектированию описывает метод фиксации ПВХ-мембраны на горизонтальных поверхностях при высоких ветровых нагрузках, используя скрытые карманы. Рекомендуем добавить такой метод крепления в наше руководство. Это особенно актуально для областей с интенсивным ветром. В одном случае расчеты показали необходимость разрезать мембрану на части длиной от 250 до 500 мм, в зависимости от ветровой зоны.",265
892,"Рассмотреть возможность визуализации расположения точки росы в теплотехническом расчете.
Добавить калькулятор расчета тепловых полей.
Теплотехнический калькулятор не позволяет выполнять расчет для зданий с мокрым или влажным режимом. Есть потребность от компании ЛСР. Необходимая влажность для расчета 65%",220
893,Изучить опцию отображения точки росы в расчетах теплотехники. Включить инструмент для вычисления температурных полей. Текущий калькулятор теплотехники не обеспечивает расчет для объектов с высокой влажностью. Компания ЛСР выразила заинтересованность. Влажность для анализа составляет 65%.,220
894,Рассмотреть возможность внедрения функции визуализации точки росы в теплотехническом анализе. Добавить калькулятор для определения тепловых полей. Существующий тепловой калькулятор не поддерживает расчет для зданий с повышенной влажностью. Имеется запрос от компании ЛСР. В расчете должна быть учтена влажность 65%.,220
895,Оценить опцию визуализации точки росы в процессе теплотехнического анализа. Внедрить калькулятор для расчета температурных полей. Нынешний теплотехнический калькулятор не подходит для зданий с высокой влагой. Есть запрос от компании ЛСР. При расчете учитывается влажность в 65%.,220
